Genes,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
PIK3R4,2521,1449,801,3375,4619,4808,4564,4610,2184,1148,3025,1823,3736,2572,2356,3187,2262,2664,1922,2286
PIK3R5,744,504,130,115,724,1393,194,928,377,149,745,1570,205,213,755,493,391,215,183,481
PIK3R6,78,102,69,36,66,142,96,171,59,53,142,155,48,17,82,75,25,51,63,42
PIKFYVE,1718,805,804,1672,4707,4215,2478,2320,3054,609,1935,2367,4241,3356,1750,3649,2605,2239,869,2700
PILRA,460,919,107,150,406,1014,107,599,317,90,396,571,158,159,401,181,135,116,97,314
PILRB,3144,1176,3782,3191,1711,1513,2885,3974,1342,1591,3951,781,3552,1491,1985,3820,1514,2370,1399,974
PIM1,4243,4325,1506,1698,923,3335,4582,4233,3903,1530,1168,1991,2749,3614,2302,1424,1229,1886,914,2281
PIM2,1642,3872,435,677,2181,2758,1755,2707,1672,1084,1751,141,897,167,819,1070,383,1333,670,233
PIM3,3019,2603,3377,5096,1001,2230,3624,5592,1970,2800,4705,1570,4407,4132,3442,3296,2232,2888,3712,2583
PIN1,634,1480,953,1623,512,639,526,2584,2860,778,2302,947,1244,1455,2166,1053,888,883,1860,1242
PIN4,867,1137,1324,1588,794,628,682,2564,1502,1322,1203,644,836,547,1000,971,500,877,932,640
PINK1,1766,2931,1511,2251,3506,4980,1005,3119,2544,2863,8034,5550,5775,7006,9420,4943,4705,4734,5258,6584
PINX1,759,362,238,319,427,336,572,1391,450,198,511,214,355,169,287,306,142,331,292,125
PION,414,517,543,1018,600,873,558,1641,1776,188,1195,626,1257,607,906,1479,787,853,601,610
PIP4K2A,1632,3040,1042,3949,3449,3543,1474,2561,1238,635,2124,2308,1908,1528,2263,2810,1515,1822,1088,1749
PIP4K2B,2661,4291,9053,7814,6529,6844,3920,6019,3965,1966,6570,4720,8287,6355,6989,7813,5008,5857,4952,5905
PIP4K2C,2367,3942,1253,6096,9633,4154,2346,4096,3527,2097,3880,893,3610,973,2630,3014,2393,2501,3556,885
PIP5K1A,4590,8826,4112,10374,3597,13986,8389,10163,5804,5702,3577,1670,4722,2362,2795,3549,2534,2593,2285,1987
PIP5K1B,33,124,12,500,799,83,109,264,33,18,385,62,647,152,218,556,151,443,348,167
PIP5K1C,1861,2953,3680,7136,1988,3494,3421,2872,2655,1381,4339,2545,4465,2887,4478,3076,2701,2400,3390,2544
PIPSL,562,767,234,762,431,1059,353,1134,675,697,387,377,439,422,414,360,280,394,319,416
PIP,1,2,25,13,149985,680,0,293,6,20,78956,2,26264,3,152732,19237,2570,31806,11382,25
