Sample,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
ANO6,3618,5344,1754,3084,11702,7379,2947,4960,6143,2613,6844,18627,12314,34318,11948,12531,15644,10514,3276,22356
C20orf108,5545,5888,4580,19071,17112,11441,14438,9561,10012,6084,14199,5967,13852,7780,8340,11232,6897,7889,10793,7156
SEC63,8441,8657,3402,18969,15713,20582,12977,13688,12252,5986,9185,6178,10080,7214,6959,9081,7786,8374,5531,6666
SFRS6,8082,7013,9988,9123,12815,6556,19417,19250,13244,4002,12715,3599,17716,3930,7273,11356,9301,7444,11044,3742
PEG10,68,1078,45366,12402,2623,38285,8241,54961,587,160,4870,459,8972,900,2262,5696,2891,3212,3536,824
KIAA1522,7633,8152,5139,32289,8548,15556,1854,12877,11202,13687,10881,1593,16620,1530,8433,13946,6536,6127,13315,1192
SREBF1,4309,14769,4406,5065,33938,20755,2460,5907,7641,3592,11298,3629,8705,9864,10497,9422,7834,5635,22455,4743
SH3BGRL3,11924,11695,15398,12072,6390,10950,15082,13999,12759,14666,8651,14201,4006,4404,13896,4039,4468,4399,6570,7353
HP1BP3,10427,8300,6261,12649,6432,13131,10533,10637,8573,5716,11717,7359,15801,9235,9600,13976,9430,10852,7412,8844
GNB2,8842,16273,5934,11043,10746,13282,8339,18709,8503,9822,14712,6339,8410,5860,12636,7264,5642,6663,12247,5264
KIAA0494,5480,7383,2865,12970,16858,11729,5927,7394,9460,3627,11697,9555,13275,11892,10061,16688,11074,11616,5903,10833
RAB11A,6720,7070,5853,12025,9759,15451,29576,10251,13807,4735,10273,5733,10462,6807,8526,10073,7460,8632,7327,5692
SLC40A1,639,971,1090,2388,5825,7687,838,3758,1712,2238,11527,54942,12252,9880,18005,20238,10045,13644,11761,6736
ATP2C1,11286,7979,4499,18828,16434,16191,23282,15339,7756,6605,8018,5085,9885,6098,5973,8556,6517,5855,5403,6254
ARPP19,7365,7631,3669,11970,12812,19075,8854,7857,9128,3537,9973,7283,12953,14993,9850,11734,10606,8977,6571,10861
RBBP7,4845,12871,4144,14357,8714,14020,24285,21240,27787,6393,8941,3446,7381,3836,5959,6966,4766,5522,6556,3589
GUSB,2065,3929,5329,6978,82901,5794,6261,5501,18203,3716,8669,3663,5278,3035,14410,4360,2900,3119,6405,2964
COX6B1,5052,12356,8263,12340,11456,8764,19486,19292,28496,11717,8364,4851,4622,5532,8609,4486,4193,4387,6807,6240
HNRNPAB,8607,10019,11484,30807,9590,14524,14228,25298,11238,6747,9131,3455,6148,3138,6185,4628,4252,4075,8710,2956
SUPT16H,9630,10607,7308,18215,10261,15369,8943,10399,25797,5629,7885,5386,10360,5880,6805,9926,7126,6868,6493,6324
YAP1,4318,4957,2564,5296,10913,16445,8213,12682,5366,6049,10485,9089,17106,16080,8973,14414,10709,11394,6345,13713
PRDX2,4796,7331,9369,21444,13764,6268,14011,14568,12669,10013,11871,4390,6988,8243,10876,6165,6787,6320,13281,5931
NAMPT,5025,4529,2705,2809,86989,17155,9942,7072,3547,3533,7927,4166,7868,4818,4316,4703,5892,4390,3012,4445
TBC1D9B,4595,8218,3801,9858,17328,12122,3623,12473,7849,4142,10813,9338,12219,13874,12270,9922,10748,8548,9161,13838
FBL,11755,13354,5363,13231,3276,8874,22206,24300,13079,11083,11839,2737,10524,2468,8018,7205,3925,6453,11874,2704
UQCRC2,5812,8635,4188,6520,9999,12325,11295,15417,7599,5623,11892,8848,12210,14493,11064,9784,10240,8711,8948,10655
STAU1,10274,7716,3991,23907,14963,7504,14996,19748,14906,7272,7844,5288,10294,5816,7172,7102,6717,6433,6263,5774
MBNL1,7905,6337,3679,6196,9713,13531,12022,8950,8632,2302,9955,11170,10954,15729,10349,13638,11461,12790,4347,14268
EI24,3499,10962,6598,15926,29973,19024,8924,18148,10735,5400,8757,4239,8242,5859,7164,7520,5361,5434,6633,5504
ATP5G3,7949,9606,6108,13207,6177,12789,17386,20865,21717,6582,8282,6279,6352,9051,9821,5392,5624,5646,7622,7409
MMP11,2120,93808,1666,3949,31295,36061,717,13867,2610,4344,508,273,400,112,666,262,307,230,249,219
PGD,7256,9588,2189,6353,9797,12861,9222,17262,11671,12499,6834,11933,7673,13139,12730,5423,7301,6165,9687,14050
RAB10,9313,12275,5262,12625,12121,12783,19046,17364,13742,8769,8192,6170,10150,6576,6734,8464,6118,6750,5794,5171
CSNK2B,6111,10784,10709,14794,6548,12826,34948,17592,19408,8003,8222,3715,5463,4154,7021,5221,3603,3996,6580,3625
GLO1,4210,9754,5979,14954,7191,22379,27920,10868,17730,11103,7092,4219,7292,5146,6195,6837,7089,5801,7147,4205
ARF6,9960,8352,4573,21817,12195,21734,9033,17123,13099,4438,9003,4618,12651,4086,7355,8204,6832,6728,7568,3704
PBXIP1,7151,10792,10132,17499,6401,5656,1489,9659,4552,11551,15693,6875,12368,12396,14517,10488,6990,9193,9251,10387
EIF3K,5834,9037,3624,8087,8606,8217,9432,22937,25421,11278,11723,5911,7628,7957,11433,6650,5248,6875,9937,7022
UBQLN1,7589,8716,3143,11598,15661,18831,9392,8729,24704,6252,8822,5836,10378,9062,6963,9481,7653,7205,5533,7289
UBE2V1,8322,7121,5397,25284,15009,9564,15195,14547,12667,8543,9346,5342,8207,6519,8845,6708,6696,5516,7427,6526
KIAA0368,7785,9145,3935,5716,12578,16162,7359,7593,21306,6021,10047,8241,12395,11835,8694,10439,8596,7544,7160,9992
PHB,6608,7955,5469,21021,11473,9769,18525,14173,25736,5558,8497,3792,6841,4955,7626,5514,4166,4281,15861,4668
IFITM1,14768,32846,2518,2704,1889,30932,16454,8710,4293,873,15552,5715,3142,3504,9346,15424,5486,7190,5222,5814
MCM3,6194,18535,2722,27709,5691,20473,19309,27094,20023,3836,6088,2591,4415,2369,4360,4966,3250,3752,6170,2637
SELENBP1,759,1906,59035,8102,3794,4059,545,11972,1758,9222,8647,8245,10327,11566,11625,6933,6830,6633,8514,11526
COL15A1,5239,2579,3451,5076,4359,18402,8132,2061,7563,1612,12161,13776,16223,16452,12121,7952,12345,12588,7604,22228
SYNE2,9962,8987,1280,7557,12527,16082,8372,4494,5944,2539,12273,8636,18709,9114,7219,20756,9342,13610,6138,8258
CFD,84,330,327,31,1231,100,113,377,65,671,8908,19733,10360,31356,41130,7495,17465,11886,1309,38799
ARPC4,9709,13462,5032,6699,11862,14691,5133,27060,20861,5536,10333,6467,7032,5118,10356,6829,5081,5890,8755,5792
UBA2,6572,8698,2563,12170,9575,16855,23804,20004,16477,4954,5394,5836,6909,12732,6682,6538,7263,5925,3783,8777
PAPSS1,12363,4890,7317,14887,5021,13351,15155,39779,21970,2663,6550,3032,8943,2717,4580,8000,4668,5309,7336,2795
GFPT1,6706,6009,3783,11955,22520,26549,10698,12934,9852,6427,5586,6126,9872,7766,6684,8269,12199,6981,3892,6487
SAR1A,6527,6744,5392,12582,18486,17405,5592,13710,6915,4023,7703,8722,9151,11488,11324,8547,9415,8046,5149,14261
SFRS5,4985,5681,4728,5993,9246,7215,12352,9554,8343,2592,19355,4860,16728,6071,11673,19615,8980,11303,13165,8407
COPZ1,4941,8347,4262,14415,13494,8029,15376,27843,8944,5283,12586,5096,10016,5002,9016,9355,6725,7786,9373,4931
UFC1,10474,12259,8833,27413,9679,7072,10637,24374,8645,21670,7898,3760,5540,3320,6521,5334,3339,4246,5930,3724
CKAP5,11652,6706,3537,19107,11041,22258,19597,14733,23227,8404,5002,4317,8040,4800,4216,5790,5064,4401,3725,5039
MBTPS1,6658,6772,4353,10895,15003,9378,4401,13431,11732,2896,16194,6193,14714,7677,9898,15055,9032,8703,10074,7367
APOL6,14788,12799,1315,1313,5211,30665,4725,6050,4216,952,4706,16100,7189,19188,11996,11188,8449,7065,2110,19926
ACACB,209,310,199,745,400,1108,534,1945,821,1527,3567,28744,8561,56826,15405,8509,19395,9396,1903,29725
KDM5B,9203,5951,8343,33630,13713,13134,10681,25631,12665,10230,5081,2640,11049,2345,3997,6486,3568,4337,4685,2373
PAICS,10447,7848,8770,15383,10722,11425,21202,28825,28393,3364,6593,2173,7383,2234,3548,5106,3891,4031,6294,2098
PA2G4,8954,9936,5721,19364,6582,7173,19076,24002,11239,6082,9665,5265,7989,6305,7648,7520,5954,5884,8925,6278
OGT,10209,4357,8939,7623,10901,12315,26809,15015,8644,4489,9038,5780,14570,6084,5815,15694,6520,6791,4253,5711
PSME4,9001,10800,4590,9300,14106,21395,15059,19906,28989,8423,7142,2521,8550,2841,3958,6691,4830,3684,5160,2478
ETF1,5812,6226,1846,8668,10105,17769,12135,22655,11558,5512,10283,6009,11888,9152,8829,8303,9317,6936,7276,9042
NDUFS5,5990,10117,14694,38211,2275,4110,17783,11280,23791,9072,6407,3469,4993,4733,7115,4578,3812,3915,8077,4880
TMED9,5740,12879,6728,22881,17061,16578,2869,17337,9892,4603,11985,6566,7220,3401,10420,6941,5372,6543,10156,3814
DYNC1LI2,8288,6284,4115,5785,13462,16871,9384,10301,11002,2519,10160,8595,12259,12362,9200,11479,9475,9153,5226,12942
USP7,7304,11621,6308,11882,17261,12220,15709,15477,13814,4771,8600,4716,9797,5719,7178,9018,7708,6799,6747,6013
FARP1,4962,7818,2662,32709,10555,14616,14464,29123,14440,6703,8314,2614,10684,2057,3623,6849,3000,3032,8595,1624
BCAM,509,6703,4160,7115,14808,3111,842,3195,1475,1879,40462,3461,18801,5221,18328,15348,7225,11466,20514,3798
AKT1,7713,12922,5887,9557,10217,15634,10904,8302,16724,4766,11843,6038,9180,7710,9926,9151,6594,6454,11433,7465
RGS5,2196,1007,7420,5575,8182,5052,12959,1455,396,3171,9257,11951,13552,20047,14531,13881,12864,22779,4861,17272
SYNGR2,6298,10427,3237,19823,15355,22164,6325,18737,11872,3319,11285,3850,6655,4401,12578,7094,4045,5973,10946,3767
HERPUD1,4776,9757,3558,8141,51089,10539,5098,16676,5810,3075,10162,4390,8354,4558,10494,8254,5216,7589,5358,5177
MLLT4,13950,5462,3986,4707,12882,14382,13120,13051,27047,3451,7202,3740,15728,6072,5009,13129,9886,6563,4530,4078
SMARCD2,5909,9756,3323,21566,12385,6858,12821,24404,14401,5743,10718,4440,11477,3849,7764,6643,4709,4396,11192,5502
MAP4K4,10012,11849,6949,17951,5145,17520,22339,9370,12474,4600,5582,7194,9041,8801,7298,7234,6002,6889,3527,8066
FKBP9,4467,11068,7104,6672,6387,17982,3356,6914,15167,2976,10668,11297,12577,10557,12192,9167,10363,9627,6236,13014
USP34,5647,7535,4176,9370,11169,19523,17788,11651,10811,5362,8022,6361,13619,8076,5773,12652,9074,7508,4858,8710
HK1,8800,12042,4553,7194,12997,23773,3511,14038,11081,4914,13217,5787,10766,4680,9984,7517,7628,7494,10857,6376
VPS24,5057,9236,2983,10971,14535,13360,7457,10870,14115,4752,9452,8212,10858,9738,8989,10653,8702,8520,6944,11730
PTK7,6348,22689,7272,33203,6905,22581,10819,17213,12221,5674,7379,362,10656,281,3415,5033,1968,3284,9451,379
TPM2,3104,10705,14423,3747,1286,2501,3172,8918,10104,850,32931,2475,17873,9945,13170,11441,8458,11006,16707,4214
IFI30,19116,18927,3652,3905,17341,37902,5199,19729,7832,5711,7314,13830,2202,895,8587,4903,1650,1588,4167,2530
GTF2I,4695,8474,1537,8295,12323,14549,10460,16432,17823,7913,8485,5290,16998,7154,7770,13848,4128,4712,7815,8248
PODXL,3348,4370,6300,10851,5091,14535,10958,21908,7608,1064,10788,5203,16168,9693,7559,14427,11205,9493,10360,5960
SEPN1,6402,9635,4528,8081,8009,18453,9012,8122,17350,5971,11192,8946,11839,8073,11530,8065,7479,7582,10260,6080
HLA-DPB1,10597,16026,1782,2022,5833,15668,1493,33307,7351,4158,16765,6024,4129,4622,11094,13735,5179,6637,11336,8844
EHF,183,2729,1498,10688,18391,7801,4605,53801,8909,1043,9123,42,33034,384,3208,13658,5930,5473,5036,305
SMARCE1,4866,7670,24700,28170,8333,8751,6318,10161,10083,3423,10517,4809,9603,6067,7177,9701,6340,7190,6492,5335
ATXN7L3B,7164,8440,3103,33281,7831,9054,8530,24910,6903,5572,9305,3736,10948,4256,6767,11511,5695,7012,7200,4480
APEX1,11808,6067,13580,15969,8084,8489,10540,16809,20076,4075,10286,4033,10763,5091,7238,7416,5433,5723,9925,4284
ESRP1,8005,12165,7805,22177,23851,21984,22926,17074,13860,8704,4309,41,6554,121,2230,4338,2833,2752,3815,88
PSMD8,6376,13247,3221,12185,10128,14342,10268,18849,20612,11265,9208,4971,6155,7060,8571,5158,5680,4564,7313,6443
DDX42,7962,8183,3445,15587,9546,11056,7366,15164,11982,3742,11669,6138,10875,9011,8846,11273,7992,8160,8825,8642
PSMA7,12532,10638,5688,16267,8532,11519,18851,16683,21871,10489,6575,5310,4137,6163,7023,4200,4447,3873,5737,4771
DAP3,15564,16139,5745,15648,6114,9889,18918,18515,14163,17597,6723,3398,5241,3867,5430,4732,4064,4130,5590,3759
IARS,7659,11165,2094,7867,28887,19103,11519,14173,25195,4361,6280,3860,7721,4295,4589,6596,5381,4783,5214,4403
TNS3,3972,13716,2931,2915,13139,22171,3100,14585,8287,1405,6271,8792,6123,14396,11266,8145,13985,6731,4264,18748
CCT2,12008,12839,2622,16752,11203,7636,14601,28183,14054,5891,8922,3384,9178,3790,5753,6236,4979,5181,8202,3190
CTSK,6447,14497,1445,2060,20781,23202,2986,7640,4371,984,19599,10853,8809,4929,14542,11180,7491,9812,3915,9030
15-Sep,7043,8737,3452,18796,8196,16178,13143,19843,8756,3675,11091,6091,9200,5392,8567,9298,6665,8054,7117,5161
KIT,1706,336,15782,13306,440,2014,3408,38140,4083,96,10799,744,48164,1222,5051,13422,7592,8192,8671,1220
VAPA,8407,8265,8036,8341,15079,16297,8327,12552,15819,4494,11015,5210,10495,5749,8262,9644,7006,7652,7606,5948
JTB,6514,17178,8228,17270,12593,7715,21794,22796,7937,15232,7223,3831,5018,3622,6669,4786,3431,3705,5519,3131
IMPDH2,6363,7433,6176,3026,7479,8239,7237,15246,17474,7101,16546,4415,18102,4457,10144,8565,5586,7583,18200,4429
STRAP,5736,5607,2176,6653,8320,16925,7551,50622,14357,8175,7526,4906,6619,6348,6100,4940,5639,4607,5661,5154
KCTD12,4712,4712,2773,1031,6239,8400,5044,3537,5830,1127,12495,19639,13536,15601,15476,16717,14475,16852,5026,10398
TBL1XR1,10635,13784,3787,13567,11068,18330,12073,12670,12163,4264,6716,6127,10250,7229,7121,9933,6504,6588,5127,5655
RALY,11014,8307,8300,14450,7525,4350,9584,45503,13977,7395,8280,3824,5854,3616,7387,4880,3841,4196,7902,3194
FADS2,1286,18362,6393,41405,991,13249,5976,23939,24788,16541,2151,1589,3381,3600,8568,792,3042,1462,4351,1199
QSOX1,3099,11522,10855,12867,2524,16139,7852,16802,16286,2539,14645,3411,13727,3556,9314,8524,5781,5900,14350,3340
ZMIZ1,10598,5718,6590,12499,8071,16080,5643,10888,5755,11040,9924,7048,12823,8598,8175,9157,10957,8282,8200,6586
MLLT6,6763,7741,13368,14498,8379,10554,3253,11194,6104,1926,13640,5292,14238,5986,10590,16390,8351,8755,9379,6130
ADNP,8703,6605,3715,22730,20855,12575,11312,15759,10118,5711,7784,3713,11170,4573,5027,9634,6720,5997,5616,3845
PRNP,9562,6753,4013,4068,4108,14753,4617,7941,13288,3790,19781,7142,14923,5893,11020,13067,8181,11937,11006,6291
SHC1,10837,14212,6438,10186,8449,13447,15630,10970,6583,8722,11785,6878,8831,7020,8925,7465,5663,6456,7697,5818
EIF3F,5731,5855,3747,7838,4862,5265,7040,35551,16026,8160,12168,5972,10610,6579,10119,8266,6166,7244,9338,5168
SLC29A1,3268,7414,2866,4103,9450,38787,2657,11843,10517,4538,7239,6903,6742,11182,11784,6813,7813,6520,7125,14058
ATP6V0E1,5933,8689,17750,10139,16986,8836,6447,13955,5970,5733,11136,7441,6795,7733,10447,7615,6919,6876,7748,8435
M6PR,6484,7800,2196,8883,13364,23654,9996,24162,13949,4105,8478,5811,8900,4163,7750,9327,5242,6177,5903,5120
SDC3,4154,5822,7080,21331,5618,18635,3760,4355,10204,604,18918,7431,15513,6649,8956,7964,7136,6491,14772,5924
CHD3,5706,6656,3907,7682,18646,10354,5734,14218,7773,2514,15417,5094,17476,4100,8517,15756,9190,7998,8679,5674
SEMA3C,979,2127,1089,1034,9080,6044,1369,7107,2619,733,14519,25262,22187,10566,11232,13538,13201,15047,8373,14682
NCOR2,8572,14688,4153,9161,4073,16059,6982,13322,8235,2753,11724,5076,19083,7217,9153,7413,10074,7203,10356,5479
EPHB3,4083,5448,4371,77318,1160,23398,2975,8381,15513,2316,2823,185,15402,363,1125,3747,561,1923,9314,315
MGAT1,5189,10503,2816,9077,11468,13700,2360,20138,6336,6008,10282,11823,7645,10164,14327,7758,7860,6925,6896,9382
WAC,8064,6255,4502,12627,15161,9441,15213,16450,8244,5387,7781,6573,11524,7305,6860,11881,6225,7832,5424,7823
PDLIM1,3037,7944,3071,10297,5482,4215,3998,20365,4684,623,26206,6042,9718,6020,15387,12892,10005,11659,13746,4982
RBP4,50,180,8,204,220,46,263,201,67,10347,1466,12706,4687,60500,18827,4866,18305,10479,776,36135
PGAM1,10817,15096,3140,8064,8572,12764,11372,18360,16800,7130,9204,6342,6566,6620,8513,6047,5806,6065,7515,5530
SEPW1,6777,9257,12514,12458,11858,7996,13769,7434,4466,11170,14459,5381,5856,7773,12226,6122,6010,8072,9291,7336
LRIG1,1266,3847,1288,5024,16036,3965,1798,5841,819,2797,25590,6191,19516,11127,13465,20238,10159,13657,11238,6356
TUSC5,10,93,8,1,145,3,156,36,5,2,1727,20265,6350,45947,26587,6674,18597,10588,851,42129
TGFBI,11561,19747,5102,3008,4652,16689,3455,23911,7727,2703,9214,15967,9990,5891,8628,5889,6499,5683,6494,7313
FBLN5,1189,2778,1783,1600,2648,5240,1618,74287,4054,229,6114,9474,7876,12808,10175,5823,9226,7620,4217,11165
PAFAH1B1,6681,7929,3311,6637,13490,14139,7519,8971,7337,3999,10485,7777,13299,10717,9990,12253,10367,8349,6197,10466
TEX261,5123,7335,2630,12239,13113,15354,22069,9973,15593,7335,6723,6121,7586,8386,7657,6838,6828,5892,5275,7808
ARF5,4128,9395,13120,14699,10013,12922,9685,27554,18939,8953,9447,3315,5662,2512,6629,4775,3092,3577,8588,2872
AKR1C2,37,790,321,4,64025,808,283,179,211,7,1321,12388,2976,18809,22412,3370,9726,6335,509,34901
NOLC1,17000,9352,2678,10162,5319,16139,19698,28207,13980,8415,7768,2303,7768,2445,4320,6435,4364,4648,6197,2129
ADIPOR1,5447,5957,7480,20260,19626,12879,12208,17508,15719,5397,7521,4218,7232,5133,6361,6045,4759,4853,5226,5186
SUMF2,4732,6459,4789,11323,34925,9642,7150,7742,10161,7861,11272,5559,9407,5497,10575,6974,4920,6267,8414,5335
SEL1L,6236,7851,2299,3337,28321,16419,5548,4861,8680,2528,8351,8236,11959,9691,7778,13715,10064,7926,4878,10217
ASS1,7472,7154,3066,5340,7744,9137,7734,19726,10044,10988,6775,13166,4974,13362,13368,4863,7752,6423,6709,12954
CCDC47,6516,7603,2147,12728,25046,15292,8053,10415,12701,4521,8117,5018,10378,5954,7127,9849,6528,7365,8048,5247
PDS5A,7588,7554,7640,7334,14644,25292,10982,20329,9128,3695,6980,5073,11524,5768,4932,8929,5643,6035,4504,5024
ETS1,9412,8940,4574,1781,6001,27124,5875,17724,7677,1723,6523,8909,7639,12315,8000,9631,8382,10931,3377,11990
COX6C,5411,7257,25150,23951,14281,10057,14017,5901,9015,7620,11840,3886,5808,4399,5639,3827,7102,4035,5833,3418
C7orf42,4693,7175,4348,12729,16068,10928,9208,12729,15409,6386,10464,5606,10197,5704,8235,10610,6987,7912,7086,5806
PUF60,8454,12748,9799,17777,8326,10602,4058,29383,16741,6494,8624,2597,6357,2955,6498,4618,4269,4306,10899,2700
NRP1,4763,8588,5814,2154,5833,9203,5434,3031,2748,1453,7017,19755,8178,22514,13220,8625,13428,12089,3443,20888
ATP5F1,6927,9223,2901,9183,7710,13758,16904,23420,17574,8477,8954,4934,6829,5882,6830,6252,4959,5017,7229,5030
C3orf10,7886,8894,3252,7853,10947,15472,8941,10074,15412,5342,12024,6892,8739,7424,9760,8621,6180,7486,8484,8258
PTPLAD1,5369,6460,2249,9759,20230,17303,7547,7458,15747,6253,13542,3510,11794,3302,8646,10774,8862,7047,8959,3130
C7orf41,1082,478,1775,5853,839,911,1880,2010,2955,1113,4655,13553,9115,39184,13244,10871,16328,9568,3722,38777
HINT1,5596,8504,2759,24002,10513,5701,11534,17854,10698,6322,9615,5314,8693,5488,9600,7855,5589,6058,11190,5010
C10orf116,288,823,370,698,899,100,217,448,1695,744,10101,22949,5460,31719,28583,8263,13986,12603,5436,32402
TOP2A,10990,17819,19413,30434,7820,20685,15478,17862,22491,6300,1146,1468,2242,37,468,600,938,374,683,140
FAM168B,6076,9206,3074,10005,8580,11677,7286,15071,9846,3674,9865,7466,11476,10331,9516,11639,8534,7785,7462,8693
HNRNPA0,6420,5443,6999,23289,4039,7612,7709,27150,7627,5213,10856,4556,10123,5074,9032,8585,6302,5866,10907,4164
PIGT,5334,6740,3441,15447,20754,5751,14804,9042,14631,3325,11791,6155,8480,5328,11866,7166,7426,6852,6844,5776
IVNS1ABP,6457,5538,7899,18210,12234,11313,16191,22229,11834,6467,7710,4826,13575,2814,5400,6674,3593,5825,4879,3251
RHOQ,3044,2964,3032,3292,9368,14326,6694,6278,8364,2923,5881,10758,7992,19635,12778,8300,12381,7932,2983,27966
MAPK1,5947,9420,3117,7408,15903,14941,10192,7090,18305,3891,8910,6646,10703,7191,7385,10495,7887,7646,6510,6965
PTPRK,9128,12589,2691,7514,8417,44475,6588,15892,8512,2928,7596,1546,13085,1970,4020,10985,4492,5473,6674,1854
KRTCAP2,6838,14318,28735,19056,5667,5658,31011,10670,5337,13230,6000,2623,3067,3026,5714,3323,2372,3219,3845,2676
ITGAV,10702,7637,2679,3248,20805,17193,7628,8895,11406,1105,7167,10517,10779,8572,9317,9069,9281,7245,3261,9744
SLC5A6,10948,19091,2508,6127,5672,20853,14383,18793,5796,27218,5070,2141,5548,3783,4352,5450,3238,2760,9418,3093
GARS,7247,13829,4101,8050,20867,16753,27280,15172,16468,8510,5499,3423,4441,3243,4180,3568,3253,3038,3893,3375
ADH5,4396,4819,7148,6776,5246,11748,4881,15982,17532,2385,10736,8507,9987,14468,9042,9942,7563,8409,5605,10950
SREBF2,3277,7162,2694,19329,14589,8846,8676,10913,26347,4105,10851,3221,13407,3979,6543,7595,4247,5804,10990,3426
NBR1,3662,5635,1857,7775,10211,11102,3851,9431,8231,2760,13184,7985,17354,8998,9822,16487,9789,11151,7241,9438
DIAPH1,8045,15530,2403,8812,13190,22389,7648,18421,12349,3247,7786,5063,7415,3858,7204,10365,5820,6131,7002,3204
DDX24,7046,6145,2124,5815,11821,9126,16475,10371,11871,4189,13474,6280,9409,9891,10037,8637,8343,8802,6886,8849
S100A16,9459,25379,4020,1808,1998,10783,11556,15313,9548,27436,8584,4673,6803,2788,7034,4856,3072,4463,12452,3562
MAPKAPK2,12518,11096,9391,17472,11697,10931,7749,18541,6858,4824,9246,3955,8228,5275,8342,6766,5138,5368,7799,4314
CORO1C,8832,11756,3209,12999,6540,17501,11621,12237,6890,2255,6391,9991,9377,10627,9811,5646,8682,6350,3716,10716
GYG2,73,576,433,778,1230,3139,387,250,1247,263,2112,18744,5207,47923,16391,6026,17980,9458,1042,41703
SETD7,4098,3187,1792,4156,14183,9807,3358,7065,3829,970,8361,15428,12984,18686,10462,10468,12967,9305,5305,18378
GPX1,5094,10423,7285,3587,2649,11461,2749,15674,7493,2031,13199,9697,7003,11685,18842,5305,8377,7308,11309,13330
TMEM109,4529,10505,2426,18603,16410,11709,3164,10015,8783,3995,9106,7116,7174,8387,11999,8158,7668,7475,8633,8526
MT2A,2948,11851,3309,4742,3480,7751,15854,12016,24916,475,36414,4567,6625,1306,7070,3490,6269,5199,12608,3481
EPB41L2,2745,8044,777,1599,4003,18992,1906,14995,7439,731,6562,13371,9377,21192,10300,8582,11858,8120,3329,20172
SULF2,5708,8917,2900,2458,11250,11910,19257,20620,19445,768,13243,4246,6977,3822,7127,7862,6394,5673,11946,3565
CSNK1D,6420,10322,3531,12492,11111,18409,5588,17878,9865,3327,12541,4640,10407,5449,8599,8596,5462,5890,9073,4444
RCN1,6316,7307,8834,12605,5035,10260,8433,24528,13997,3047,12223,6896,11190,4784,6565,6812,5922,7137,7531,4588
ADIPOR2,3489,5434,2370,7060,8648,16784,7536,19576,8750,5319,7536,6835,7321,13923,9112,7044,12938,7317,3827,13090
ANXA7,10376,7588,5545,7368,16358,11634,5057,13868,7699,4012,9808,7755,7899,7929,10227,9191,7942,8063,6597,8920
PRDX3,5419,3543,3758,6713,12097,13036,9262,21578,6816,5050,11125,6642,9411,9846,8634,9629,8699,7211,7368,7878
PFKL,9347,11422,3058,10517,4958,7558,5287,17107,26940,8543,9268,4381,6866,5977,9784,5712,4712,4742,12256,5068
IRAK1,18608,22851,4591,5293,7561,15223,3709,25199,18411,6148,6473,3454,5462,3025,6392,4217,4103,3491,6114,3163
UBXN4,6784,7214,6681,13469,18755,15895,13963,9130,6001,3093,8946,5414,11540,5578,5966,10563,6806,7402,4833,5451
EIF3M,8126,6660,4514,8228,5962,9218,15982,24434,18317,7739,9842,4657,8797,4593,7111,6804,4536,5878,7816,4240
NASP,8341,10854,5015,33358,1799,7546,14011,26504,17939,6618,6717,3046,5370,2477,4014,5171,3341,3929,4509,2518
FAM129B,15033,15150,5003,10488,4783,7756,3100,10648,11832,9392,13209,3313,12169,2579,8838,9244,6336,6610,14876,2704
ANGPTL2,2362,6354,1638,941,5279,4913,3202,882,3006,684,13718,15626,9591,21953,21722,8213,12463,12007,2295,26150
PFN2,10336,10083,7501,15384,1219,23902,39862,12484,8103,9675,4867,2106,5010,2484,3165,4114,3343,3063,3724,2536
HBB,168,61,1917,88,148,121,119,18,5,21,11261,14109,712,4779,32967,1992,9247,10785,488,83837
NCAPD2,7262,10315,2513,10349,3923,17376,16318,46019,23609,6658,3989,2334,4791,1759,2903,3795,1748,2242,3113,1780
GOLPH3,4567,14374,8655,19056,16731,15612,10154,15486,5570,3086,6618,4260,8561,5226,6155,6987,5317,5902,5262,5122
ENG,5061,6213,7830,4817,4439,12759,5107,5007,3469,2636,15311,16798,9712,17605,15486,6745,10136,8960,7388,7000
CDC42BPB,6123,7648,2252,4454,13673,16773,8662,4522,11691,3176,7815,9171,11145,12973,9255,9654,8631,7356,6879,10243
PPP1CA,5590,12318,3932,17530,9424,13847,7272,22356,19216,8648,8719,3610,5643,2862,7249,4276,4230,3821,8650,2781
TSPAN14,6355,4186,5425,15899,8386,9813,7650,18901,4615,6449,8305,8194,10133,8761,9401,7652,8391,6709,7925,8757
CD34,1691,1588,3545,2891,2176,4389,4131,1273,1215,1225,11111,20572,9221,11358,19518,11620,15240,21865,5961,21028
CES1,16,1779,60,95,518,203,168,13,242,1110,9505,5592,7811,23787,27849,2772,14871,19164,1105,54908
